reasoner,ontology,classcount,time
Openllet,Ontology-MoleculeRoleOntology_222.zip_ontology.ont,8846,496
JFact,Ontology-MoleculeRoleOntology_222.zip_ontology.ont,8846,15595
Fl0wer,Ontology-MoleculeRoleOntology_222.zip_ontology.ont,8846,319
Hermit,Ontology-MoleculeRoleOntology_222.zip_ontology.ont,8846,337
Openllet,Ontology-MoleculeRoleOntology_222.zip_ontology.ont,8846,466
JFact,Ontology-MoleculeRoleOntology_222.zip_ontology.ont,8846,14890
Fl0wer,Ontology-MoleculeRoleOntology_222.zip_ontology.ont,8846,214
Hermit,Ontology-MoleculeRoleOntology_222.zip_ontology.ont,8846,340
Openllet,Ontology-MoleculeRoleOntology_222.zip_ontology.ont,8846,450
JFact,Ontology-MoleculeRoleOntology_222.zip_ontology.ont,8846,14987
Fl0wer,Ontology-human-dev-anat-abstract.obo_ontology.ont,2314,54
Hermit,Ontology-human-dev-anat-abstract.obo_ontology.ont,2314,111
Openllet,Ontology-human-dev-anat-abstract.obo_ontology.ont,2314,229
JFact,Ontology-human-dev-anat-abstract.obo_ontology.ont,2314,1040
Fl0wer,Ontology-human-dev-anat-abstract.obo_ontology.ont,2314,54
Hermit,Ontology-human-dev-anat-abstract.obo_ontology.ont,2314,112
Openllet,Ontology-human-dev-anat-abstract.obo_ontology.ont,2314,278
JFact,Ontology-human-dev-anat-abstract.obo_ontology.ont,2314,1086
Fl0wer,Ontology-human-dev-anat-abstract.obo_ontology.ont,2314,53
Hermit,Ontology-human-dev-anat-abstract.obo_ontology.ont,2314,117
Openllet,Ontology-human-dev-anat-abstract.obo_ontology.ont,2314,212
JFact,Ontology-human-dev-anat-abstract.obo_ontology.ont,2314,1121
Fl0wer,Ontology-human-dev-anat-abstract.obo_ontology.ont,2314,60
Hermit,Ontology-human-dev-anat-abstract.obo_ontology.ont,2314,105
Openllet,Ontology-human-dev-anat-abstract.obo_ontology.ont,2314,259
JFact,Ontology-human-dev-anat-abstract.obo_ontology.ont,2314,1113
Fl0wer,Ontology-human-dev-anat-abstract.obo_ontology.ont,2314,104
Hermit,Ontology-human-dev-anat-abstract.obo_ontology.ont,2314,116
Openllet,Ontology-human-dev-anat-abstract.obo_ontology.ont,2314,233
JFact,Ontology-human-dev-anat-abstract.obo_ontology.ont,2314,1134
Fl0wer,Ontology-human-dev-anat-abstract.obo_ontology.ont,2314,105
Hermit,Ontology-human-dev-anat-abstract.obo_ontology.ont,2314,103
Openllet,Ontology-human-dev-anat-abstract.obo_ontology.ont,2314,362
JFact,Ontology-human-dev-anat-abstract.obo_ontology.ont,2314,1029
Fl0wer,Ontology-human-dev-anat-abstract.obo_ontology.ont,2314,37
Hermit,Ontology-human-dev-anat-abstract.obo_ontology.ont,2314,119
Openllet,Ontology-human-dev-anat-abstract.obo_ontology.ont,2314,240
JFact,Ontology-human-dev-anat-abstract.obo_ontology.ont,2314,1037
Fl0wer,Ontology-human-dev-anat-abstract.obo_ontology.ont,2314,61
Hermit,Ontology-human-dev-anat-abstract.obo_ontology.ont,2314,144
Openllet,Ontology-human-dev-anat-abstract.obo_ontology.ont,2314,322
JFact,Ontology-human-dev-anat-abstract.obo_ontology.ont,2314,1040
Fl0wer,Ontology-human-dev-anat-abstract.obo_ontology.ont,2314,51
Hermit,Ontology-human-dev-anat-abstract.obo_ontology.ont,2314,110
Openllet,Ontology-human-dev-anat-abstract.obo_ontology.ont,2314,225
JFact,Ontology-human-dev-anat-abstract.obo_ontology.ont,2314,1011
Fl0wer,Ontology-human-dev-anat-abstract.obo_ontology.ont,2314,133
Hermit,Ontology-human-dev-anat-abstract.obo_ontology.ont,2314,119
Openllet,Ontology-human-dev-anat-abstract.obo_ontology.ont,2314,209
JFact,Ontology-human-dev-anat-abstract.obo_ontology.ont,2314,1140
Fl0wer,Ontology-human-dev-anat-abstract.obo_ontology.ont,2314,72
Hermit,Ontology-human-dev-anat-abstract.obo_ontology.ont,2314,144
Openllet,Ontology-human-dev-anat-abstract.obo_ontology.ont,2314,223
JFact,Ontology-human-dev-anat-abstract.obo_ontology.ont,2314,1084
Fl0wer,Ontology-human-dev-anat-abstract.obo_ontology.ont,2314,83
Hermit,Ontology-human-dev-anat-abstract.obo_ontology.ont,2314,122
Openllet,Ontology-human-dev-anat-abstract.obo_ontology.ont,2314,304
JFact,Ontology-human-dev-anat-abstract.obo_ontology.ont,2314,1052
Fl0wer,Ontology-human-dev-anat-abstract.obo_ontology.ont,2314,84
Hermit,Ontology-human-dev-anat-abstract.obo_ontology.ont,2314,115
Openllet,Ontology-human-dev-anat-abstract.obo_ontology.ont,2314,229
JFact,Ontology-human-dev-anat-abstract.obo_ontology.ont,2314,1048
Fl0wer,Ontology-human-dev-anat-abstract.obo_ontology.ont,2314,85
Hermit,Ontology-human-dev-anat-abstract.obo_ontology.ont,2314,108
Openllet,Ontology-human-dev-anat-abstract.obo_ontology.ont,2314,318
JFact,Ontology-human-dev-anat-abstract.obo_ontology.ont,2314,1139
Fl0wer,Ontology-human-dev-anat-abstract.obo_ontology.ont,2314,39
Hermit,Ontology-human-dev-anat-abstract.obo_ontology.ont,2314,100
Openllet,Ontology-human-dev-anat-abstract.obo_ontology.ont,2314,194
JFact,Ontology-human-dev-anat-abstract.obo_ontology.ont,2314,1044
Fl0wer,Ontology-human-dev-anat-abstract.obo_ontology.ont,2314,36
Hermit,Ontology-human-dev-anat-abstract.obo_ontology.ont,2314,116
Openllet,Ontology-human-dev-anat-abstract.obo_ontology.ont,2314,205
JFact,Ontology-human-dev-anat-abstract.obo_ontology.ont,2314,1034
Fl0wer,Ontology-human-dev-anat-abstract.obo_ontology.ont,2314,106
Hermit,Ontology-human-dev-anat-abstract.obo_ontology.ont,2314,115
Openllet,Ontology-human-dev-anat-abstract.obo_ontology.ont,2314,235
JFact,Ontology-human-dev-anat-abstract.obo_ontology.ont,2314,1030
Fl0wer,Ontology-human-dev-anat-abstract.obo_ontology.ont,2314,64
Hermit,Ontology-human-dev-anat-abstract.obo_ontology.ont,2314,119
Openllet,Ontology-human-dev-anat-abstract.obo_ontology.ont,2314,289
JFact,Ontology-human-dev-anat-abstract.obo_ontology.ont,2314,1026
Fl0wer,Ontology-human-dev-anat-abstract.obo_ontology.ont,2314,112
Hermit,Ontology-human-dev-anat-abstract.obo_ontology.ont,2314,113
Openllet,Ontology-human-dev-anat-abstract.obo_ontology.ont,2314,216
JFact,Ontology-human-dev-anat-abstract.obo_ontology.ont,2314,1075
Fl0wer,Ontology-human-dev-anat-abstract.obo_ontology.ont,2314,116
Hermit,Ontology-human-dev-anat-abstract.obo_ontology.ont,2314,128
Openllet,Ontology-human-dev-anat-abstract.obo_ontology.ont,2314,212
JFact,Ontology-human-dev-anat-abstract.obo_ontology.ont,2314,1139
Fl0wer,Ontology-envo.obo_ontology.ont,1197,27
Hermit,Ontology-envo.obo_ontology.ont,1197,65
Openllet,Ontology-envo.obo_ontology.ont,1197,174
JFact,Ontology-envo.obo_ontology.ont,1197,313
Fl0wer,Ontology-envo.obo_ontology.ont,1197,25
Hermit,Ontology-envo.obo_ontology.ont,1197,66
Openllet,Ontology-envo.obo_ontology.ont,1197,176
JFact,Ontology-envo.obo_ontology.ont,1197,390
Fl0wer,Ontology-envo.obo_ontology.ont,1197,26
Hermit,Ontology-envo.obo_ontology.ont,1197,65
Openllet,Ontology-envo.obo_ontology.ont,1197,176
JFact,Ontology-envo.obo_ontology.ont,1197,312
Fl0wer,Ontology-envo.obo_ontology.ont,1197,30
Hermit,Ontology-envo.obo_ontology.ont,1197,64
Openllet,Ontology-envo.obo_ontology.ont,1197,177
JFact,Ontology-envo.obo_ontology.ont,1197,311
Fl0wer,Ontology-envo.obo_ontology.ont,1197,27
Hermit,Ontology-envo.obo_ontology.ont,1197,64
Openllet,Ontology-envo.obo_ontology.ont,1197,175
JFact,Ontology-envo.obo_ontology.ont,1197,312
Fl0wer,Ontology-envo.obo_ontology.ont,1197,32
Hermit,Ontology-envo.obo_ontology.ont,1197,65
Openllet,Ontology-envo.obo_ontology.ont,1197,180
JFact,Ontology-envo.obo_ontology.ont,1197,374
Fl0wer,Ontology-envo.obo_ontology.ont,1197,32
Hermit,Ontology-envo.obo_ontology.ont,1197,64
Openllet,Ontology-envo.obo_ontology.ont,1197,178
JFact,Ontology-envo.obo_ontology.ont,1197,383
Fl0wer,Ontology-envo.obo_ontology.ont,1197,25
Hermit,Ontology-envo.obo_ontology.ont,1197,65
Openllet,Ontology-envo.obo_ontology.ont,1197,176
JFact,Ontology-envo.obo_ontology.ont,1197,331
Fl0wer,Ontology-envo.obo_ontology.ont,1197,26
Hermit,Ontology-envo.obo_ontology.ont,1197,65
Openllet,Ontology-envo.obo_ontology.ont,1197,175
JFact,Ontology-envo.obo_ontology.ont,1197,311
Fl0wer,Ontology-envo.obo_ontology.ont,1197,26
Hermit,Ontology-envo.obo_ontology.ont,1197,65
Openllet,Ontology-envo.obo_ontology.ont,1197,176
JFact,Ontology-envo.obo_ontology.ont,1197,313
Fl0wer,Ontology-envo.obo_ontology.ont,1197,37
Hermit,Ontology-envo.obo_ontology.ont,1197,66
Openllet,Ontology-envo.obo_ontology.ont,1197,179
JFact,Ontology-envo.obo_ontology.ont,1197,383
Fl0wer,Ontology-envo.obo_ontology.ont,1197,29
Hermit,Ontology-envo.obo_ontology.ont,1197,70
Openllet,Ontology-envo.obo_ontology.ont,1197,176
JFact,Ontology-envo.obo_ontology.ont,1197,373
Fl0wer,Ontology-envo.obo_ontology.ont,1197,26
Hermit,Ontology-envo.obo_ontology.ont,1197,64
Openllet,Ontology-envo.obo_ontology.ont,1197,177
JFact,Ontology-envo.obo_ontology.ont,1197,361
Fl0wer,Ontology-envo.obo_ontology.ont,1197,27
Hermit,Ontology-envo.obo_ontology.ont,1197,66
Openllet,Ontology-envo.obo_ontology.ont,1197,177
JFact,Ontology-envo.obo_ontology.ont,1197,315
Fl0wer,Ontology-envo.obo_ontology.ont,1197,25
Hermit,Ontology-envo.obo_ontology.ont,1197,66
Openllet,Ontology-envo.obo_ontology.ont,1197,173
JFact,Ontology-envo.obo_ontology.ont,1197,362
Fl0wer,Ontology-envo.obo_ontology.ont,1197,29
Hermit,Ontology-envo.obo_ontology.ont,1197,65
Openllet,Ontology-envo.obo_ontology.ont,1197,178
JFact,Ontology-envo.obo_ontology.ont,1197,310
Fl0wer,Ontology-envo.obo_ontology.ont,1197,27
Hermit,Ontology-envo.obo_ontology.ont,1197,65
Openllet,Ontology-envo.obo_ontology.ont,1197,177
JFact,Ontology-envo.obo_ontology.ont,1197,333
Fl0wer,Ontology-envo.obo_ontology.ont,1197,25
Hermit,Ontology-envo.obo_ontology.ont,1197,64
Openllet,Ontology-envo.obo_ontology.ont,1197,176
JFact,Ontology-envo.obo_ontology.ont,1197,386
Fl0wer,Ontology-envo.obo_ontology.ont,1197,27
Hermit,Ontology-envo.obo_ontology.ont,1197,66
Openllet,Ontology-envo.obo_ontology.ont,1197,178
JFact,Ontology-envo.obo_ontology.ont,1197,336
Fl0wer,Ontology-envo.obo_ontology.ont,1197,27
Hermit,Ontology-envo.obo_ontology.ont,1197,65
Openllet,Ontology-envo.obo_ontology.ont,1197,181
JFact,Ontology-envo.obo_ontology.ont,1197,330
Fl0wer,Ontology-PSI-MOD.obo_ontology.ont,1313,35
Hermit,Ontology-PSI-MOD.obo_ontology.ont,1313,71
Openllet,Ontology-PSI-MOD.obo_ontology.ont,1313,182
JFact,Ontology-PSI-MOD.obo_ontology.ont,1313,245
Fl0wer,Ontology-PSI-MOD.obo_ontology.ont,1313,36
Hermit,Ontology-PSI-MOD.obo_ontology.ont,1313,81
Openllet,Ontology-PSI-MOD.obo_ontology.ont,1313,191
JFact,Ontology-PSI-MOD.obo_ontology.ont,1313,245
Fl0wer,Ontology-PSI-MOD.obo_ontology.ont,1313,66
Hermit,Ontology-PSI-MOD.obo_ontology.ont,1313,71
Openllet,Ontology-PSI-MOD.obo_ontology.ont,1313,177
JFact,Ontology-PSI-MOD.obo_ontology.ont,1313,248
Fl0wer,Ontology-PSI-MOD.obo_ontology.ont,1313,30
Hermit,Ontology-PSI-MOD.obo_ontology.ont,1313,72
Openllet,Ontology-PSI-MOD.obo_ontology.ont,1313,226
JFact,Ontology-PSI-MOD.obo_ontology.ont,1313,256
Fl0wer,Ontology-PSI-MOD.obo_ontology.ont,1313,25
Hermit,Ontology-PSI-MOD.obo_ontology.ont,1313,83
Openllet,Ontology-PSI-MOD.obo_ontology.ont,1313,192
JFact,Ontology-PSI-MOD.obo_ontology.ont,1313,255
Fl0wer,Ontology-PSI-MOD.obo_ontology.ont,1313,30
Hermit,Ontology-PSI-MOD.obo_ontology.ont,1313,76
Openllet,Ontology-PSI-MOD.obo_ontology.ont,1313,237
JFact,Ontology-PSI-MOD.obo_ontology.ont,1313,245
Fl0wer,Ontology-PSI-MOD.obo_ontology.ont,1313,26
Hermit,Ontology-PSI-MOD.obo_ontology.ont,1313,145
Openllet,Ontology-PSI-MOD.obo_ontology.ont,1313,189
JFact,Ontology-PSI-MOD.obo_ontology.ont,1313,243
Fl0wer,Ontology-PSI-MOD.obo_ontology.ont,1313,32
Hermit,Ontology-PSI-MOD.obo_ontology.ont,1313,70
Openllet,Ontology-PSI-MOD.obo_ontology.ont,1313,198
JFact,Ontology-PSI-MOD.obo_ontology.ont,1313,250
Fl0wer,Ontology-PSI-MOD.obo_ontology.ont,1313,28
Hermit,Ontology-PSI-MOD.obo_ontology.ont,1313,71
Openllet,Ontology-PSI-MOD.obo_ontology.ont,1313,200
JFact,Ontology-PSI-MOD.obo_ontology.ont,1313,243
Fl0wer,Ontology-PSI-MOD.obo_ontology.ont,1313,34
Hermit,Ontology-PSI-MOD.obo_ontology.ont,1313,80
Openllet,Ontology-PSI-MOD.obo_ontology.ont,1313,191
JFact,Ontology-PSI-MOD.obo_ontology.ont,1313,251
Fl0wer,Ontology-PSI-MOD.obo_ontology.ont,1313,35
Hermit,Ontology-PSI-MOD.obo_ontology.ont,1313,71
Openllet,Ontology-PSI-MOD.obo_ontology.ont,1313,191
JFact,Ontology-PSI-MOD.obo_ontology.ont,1313,355
Fl0wer,Ontology-PSI-MOD.obo_ontology.ont,1313,50
Hermit,Ontology-PSI-MOD.obo_ontology.ont,1313,80
Openllet,Ontology-PSI-MOD.obo_ontology.ont,1313,189
JFact,Ontology-PSI-MOD.obo_ontology.ont,1313,244
Fl0wer,Ontology-PSI-MOD.obo_ontology.ont,1313,41
Hermit,Ontology-PSI-MOD.obo_ontology.ont,1313,71
Openllet,Ontology-PSI-MOD.obo_ontology.ont,1313,188
JFact,Ontology-PSI-MOD.obo_ontology.ont,1313,244
Fl0wer,Ontology-PSI-MOD.obo_ontology.ont,1313,31
Hermit,Ontology-PSI-MOD.obo_ontology.ont,1313,72
Openllet,Ontology-PSI-MOD.obo_ontology.ont,1313,269
JFact,Ontology-PSI-MOD.obo_ontology.ont,1313,237
Fl0wer,Ontology-PSI-MOD.obo_ontology.ont,1313,26
Hermit,Ontology-PSI-MOD.obo_ontology.ont,1313,82
Openllet,Ontology-PSI-MOD.obo_ontology.ont,1313,190
JFact,Ontology-PSI-MOD.obo_ontology.ont,1313,334
Fl0wer,Ontology-PSI-MOD.obo_ontology.ont,1313,29
Hermit,Ontology-PSI-MOD.obo_ontology.ont,1313,71
Openllet,Ontology-PSI-MOD.obo_ontology.ont,1313,206
JFact,Ontology-PSI-MOD.obo_ontology.ont,1313,261
Fl0wer,Ontology-PSI-MOD.obo_ontology.ont,1313,35
Hermit,Ontology-PSI-MOD.obo_ontology.ont,1313,71
Openllet,Ontology-PSI-MOD.obo_ontology.ont,1313,193
JFact,Ontology-PSI-MOD.obo_ontology.ont,1313,243
Fl0wer,Ontology-PSI-MOD.obo_ontology.ont,1313,65
Hermit,Ontology-PSI-MOD.obo_ontology.ont,1313,71
Openllet,Ontology-PSI-MOD.obo_ontology.ont,1313,234
JFact,Ontology-PSI-MOD.obo_ontology.ont,1313,255
Fl0wer,Ontology-PSI-MOD.obo_ontology.ont,1313,49
Hermit,Ontology-PSI-MOD.obo_ontology.ont,1313,71
Openllet,Ontology-PSI-MOD.obo_ontology.ont,1313,184
JFact,Ontology-PSI-MOD.obo_ontology.ont,1313,244
Fl0wer,Ontology-PSI-MOD.obo_ontology.ont,1313,34
Hermit,Ontology-PSI-MOD.obo_ontology.ont,1313,71
Openllet,Ontology-PSI-MOD.obo_ontology.ont,1313,188
JFact,Ontology-PSI-MOD.obo_ontology.ont,1313,253
Fl0wer,Ontology-worm_phenotype.obo_ontology.ont,1677,38
Hermit,Ontology-worm_phenotype.obo_ontology.ont,1677,95
Openllet,Ontology-worm_phenotype.obo_ontology.ont,1677,236
JFact,Ontology-worm_phenotype.obo_ontology.ont,1677,411
Fl0wer,Ontology-worm_phenotype.obo_ontology.ont,1677,37
Hermit,Ontology-worm_phenotype.obo_ontology.ont,1677,99
Openllet,Ontology-worm_phenotype.obo_ontology.ont,1677,205
JFact,Ontology-worm_phenotype.obo_ontology.ont,1677,405
Fl0wer,Ontology-worm_phenotype.obo_ontology.ont,1677,48
Hermit,Ontology-worm_phenotype.obo_ontology.ont,1677,97
Openllet,Ontology-worm_phenotype.obo_ontology.ont,1677,204
JFact,Ontology-worm_phenotype.obo_ontology.ont,1677,422
Fl0wer,Ontology-worm_phenotype.obo_ontology.ont,1677,37
Hermit,Ontology-worm_phenotype.obo_ontology.ont,1677,97
Openllet,Ontology-worm_phenotype.obo_ontology.ont,1677,194
JFact,Ontology-worm_phenotype.obo_ontology.ont,1677,382
Fl0wer,Ontology-worm_phenotype.obo_ontology.ont,1677,40
Hermit,Ontology-worm_phenotype.obo_ontology.ont,1677,94
Openllet,Ontology-worm_phenotype.obo_ontology.ont,1677,204
JFact,Ontology-worm_phenotype.obo_ontology.ont,1677,403
Fl0wer,Ontology-worm_phenotype.obo_ontology.ont,1677,43
Hermit,Ontology-worm_phenotype.obo_ontology.ont,1677,94
Openllet,Ontology-worm_phenotype.obo_ontology.ont,1677,218
JFact,Ontology-worm_phenotype.obo_ontology.ont,1677,409
Fl0wer,Ontology-worm_phenotype.obo_ontology.ont,1677,54
Hermit,Ontology-worm_phenotype.obo_ontology.ont,1677,99
Openllet,Ontology-worm_phenotype.obo_ontology.ont,1677,204
JFact,Ontology-worm_phenotype.obo_ontology.ont,1677,371
Fl0wer,Ontology-worm_phenotype.obo_ontology.ont,1677,39
Hermit,Ontology-worm_phenotype.obo_ontology.ont,1677,100
Openllet,Ontology-worm_phenotype.obo_ontology.ont,1677,206
JFact,Ontology-worm_phenotype.obo_ontology.ont,1677,377
Fl0wer,Ontology-worm_phenotype.obo_ontology.ont,1677,39
Hermit,Ontology-worm_phenotype.obo_ontology.ont,1677,99
Openllet,Ontology-worm_phenotype.obo_ontology.ont,1677,206
JFact,Ontology-worm_phenotype.obo_ontology.ont,1677,395
Fl0wer,Ontology-worm_phenotype.obo_ontology.ont,1677,44
Hermit,Ontology-worm_phenotype.obo_ontology.ont,1677,95
Openllet,Ontology-worm_phenotype.obo_ontology.ont,1677,202
JFact,Ontology-worm_phenotype.obo_ontology.ont,1677,438
Fl0wer,Ontology-worm_phenotype.obo_ontology.ont,1677,39
Hermit,Ontology-worm_phenotype.obo_ontology.ont,1677,98
Openllet,Ontology-worm_phenotype.obo_ontology.ont,1677,200
JFact,Ontology-worm_phenotype.obo_ontology.ont,1677,396
Fl0wer,Ontology-worm_phenotype.obo_ontology.ont,1677,39
Hermit,Ontology-worm_phenotype.obo_ontology.ont,1677,104
Openllet,Ontology-worm_phenotype.obo_ontology.ont,1677,203
JFact,Ontology-worm_phenotype.obo_ontology.ont,1677,407
Fl0wer,Ontology-worm_phenotype.obo_ontology.ont,1677,43
Hermit,Ontology-worm_phenotype.obo_ontology.ont,1677,99
Openllet,Ontology-worm_phenotype.obo_ontology.ont,1677,206
JFact,Ontology-worm_phenotype.obo_ontology.ont,1677,421
Fl0wer,Ontology-worm_phenotype.obo_ontology.ont,1677,35
Hermit,Ontology-worm_phenotype.obo_ontology.ont,1677,94
Openllet,Ontology-worm_phenotype.obo_ontology.ont,1677,205
JFact,Ontology-worm_phenotype.obo_ontology.ont,1677,482
Fl0wer,Ontology-worm_phenotype.obo_ontology.ont,1677,42
Hermit,Ontology-worm_phenotype.obo_ontology.ont,1677,98
Openllet,Ontology-worm_phenotype.obo_ontology.ont,1677,205
JFact,Ontology-worm_phenotype.obo_ontology.ont,1677,384
Fl0wer,Ontology-worm_phenotype.obo_ontology.ont,1677,39
Hermit,Ontology-worm_phenotype.obo_ontology.ont,1677,98
Openllet,Ontology-worm_phenotype.obo_ontology.ont,1677,207
JFact,Ontology-worm_phenotype.obo_ontology.ont,1677,425
Fl0wer,Ontology-worm_phenotype.obo_ontology.ont,1677,39
Hermit,Ontology-worm_phenotype.obo_ontology.ont,1677,94
Openllet,Ontology-worm_phenotype.obo_ontology.ont,1677,209
JFact,Ontology-worm_phenotype.obo_ontology.ont,1677,407
Fl0wer,Ontology-worm_phenotype.obo_ontology.ont,1677,41
Hermit,Ontology-worm_phenotype.obo_ontology.ont,1677,94
Openllet,Ontology-worm_phenotype.obo_ontology.ont,1677,199
JFact,Ontology-worm_phenotype.obo_ontology.ont,1677,436
Fl0wer,Ontology-worm_phenotype.obo_ontology.ont,1677,42
Hermit,Ontology-worm_phenotype.obo_ontology.ont,1677,94
Openllet,Ontology-worm_phenotype.obo_ontology.ont,1677,199
JFact,Ontology-worm_phenotype.obo_ontology.ont,1677,419
Fl0wer,Ontology-worm_phenotype.obo_ontology.ont,1677,38
Hermit,Ontology-worm_phenotype.obo_ontology.ont,1677,93
Openllet,Ontology-worm_phenotype.obo_ontology.ont,1677,202
JFact,Ontology-worm_phenotype.obo_ontology.ont,1677,509
Fl0wer,Ontology-medaka_ontology.obo_ontology.ont,4358,208
Hermit,Ontology-medaka_ontology.obo_ontology.ont,4358,229
Openllet,Ontology-medaka_ontology.obo_ontology.ont,4358,347
JFact,Ontology-medaka_ontology.obo_ontology.ont,4358,3716
Fl0wer,Ontology-medaka_ontology.obo_ontology.ont,4358,142
Hermit,Ontology-medaka_ontology.obo_ontology.ont,4358,183
Openllet,Ontology-medaka_ontology.obo_ontology.ont,4358,255
JFact,Ontology-medaka_ontology.obo_ontology.ont,4358,3741
Fl0wer,Ontology-medaka_ontology.obo_ontology.ont,4358,122
Hermit,Ontology-medaka_ontology.obo_ontology.ont,4358,211
Openllet,Ontology-medaka_ontology.obo_ontology.ont,4358,247
JFact,Ontology-medaka_ontology.obo_ontology.ont,4358,3553
Fl0wer,Ontology-medaka_ontology.obo_ontology.ont,4358,113
Hermit,Ontology-medaka_ontology.obo_ontology.ont,4358,225
Openllet,Ontology-medaka_ontology.obo_ontology.ont,4358,283
JFact,Ontology-medaka_ontology.obo_ontology.ont,4358,3639
Fl0wer,Ontology-medaka_ontology.obo_ontology.ont,4358,206
Hermit,Ontology-medaka_ontology.obo_ontology.ont,4358,200
Openllet,Ontology-medaka_ontology.obo_ontology.ont,4358,302
JFact,Ontology-medaka_ontology.obo_ontology.ont,4358,3791
Fl0wer,Ontology-medaka_ontology.obo_ontology.ont,4358,151
Hermit,Ontology-medaka_ontology.obo_ontology.ont,4358,293
Openllet,Ontology-medaka_ontology.obo_ontology.ont,4358,282
JFact,Ontology-medaka_ontology.obo_ontology.ont,4358,3579
Fl0wer,Ontology-medaka_ontology.obo_ontology.ont,4358,199
Hermit,Ontology-medaka_ontology.obo_ontology.ont,4358,289
Openllet,Ontology-medaka_ontology.obo_ontology.ont,4358,258
JFact,Ontology-medaka_ontology.obo_ontology.ont,4358,3647
Fl0wer,Ontology-medaka_ontology.obo_ontology.ont,4358,170
Hermit,Ontology-medaka_ontology.obo_ontology.ont,4358,181
Openllet,Ontology-medaka_ontology.obo_ontology.ont,4358,249
JFact,Ontology-medaka_ontology.obo_ontology.ont,4358,3802
Fl0wer,Ontology-medaka_ontology.obo_ontology.ont,4358,221
Hermit,Ontology-medaka_ontology.obo_ontology.ont,4358,174
Openllet,Ontology-medaka_ontology.obo_ontology.ont,4358,261
JFact,Ontology-medaka_ontology.obo_ontology.ont,4358,3639
Fl0wer,Ontology-medaka_ontology.obo_ontology.ont,4358,172
Hermit,Ontology-medaka_ontology.obo_ontology.ont,4358,191
Openllet,Ontology-medaka_ontology.obo_ontology.ont,4358,270
JFact,Ontology-medaka_ontology.obo_ontology.ont,4358,3721
Fl0wer,Ontology-medaka_ontology.obo_ontology.ont,4358,159
Hermit,Ontology-medaka_ontology.obo_ontology.ont,4358,183
Openllet,Ontology-medaka_ontology.obo_ontology.ont,4358,256
JFact,Ontology-medaka_ontology.obo_ontology.ont,4358,3604
Fl0wer,Ontology-medaka_ontology.obo_ontology.ont,4358,120
Hermit,Ontology-medaka_ontology.obo_ontology.ont,4358,192
Openllet,Ontology-medaka_ontology.obo_ontology.ont,4358,293
JFact,Ontology-medaka_ontology.obo_ontology.ont,4358,3636
Fl0wer,Ontology-medaka_ontology.obo_ontology.ont,4358,199
Hermit,Ontology-medaka_ontology.obo_ontology.ont,4358,181
Openllet,Ontology-medaka_ontology.obo_ontology.ont,4358,323
JFact,Ontology-medaka_ontology.obo_ontology.ont,4358,3521
Fl0wer,Ontology-medaka_ontology.obo_ontology.ont,4358,122
Hermit,Ontology-medaka_ontology.obo_ontology.ont,4358,201
Openllet,Ontology-medaka_ontology.obo_ontology.ont,4358,299
JFact,Ontology-medaka_ontology.obo_ontology.ont,4358,3909
Fl0wer,Ontology-medaka_ontology.obo_ontology.ont,4358,208
Hermit,Ontology-medaka_ontology.obo_ontology.ont,4358,159
Openllet,Ontology-medaka_ontology.obo_ontology.ont,4358,295
JFact,Ontology-medaka_ontology.obo_ontology.ont,4358,3774
Fl0wer,Ontology-medaka_ontology.obo_ontology.ont,4358,128
Hermit,Ontology-medaka_ontology.obo_ontology.ont,4358,193
Openllet,Ontology-medaka_ontology.obo_ontology.ont,4358,339
JFact,Ontology-medaka_ontology.obo_ontology.ont,4358,3502
Fl0wer,Ontology-medaka_ontology.obo_ontology.ont,4358,117
Hermit,Ontology-medaka_ontology.obo_ontology.ont,4358,200
Openllet,Ontology-medaka_ontology.obo_ontology.ont,4358,407
JFact,Ontology-medaka_ontology.obo_ontology.ont,4358,3811
Fl0wer,Ontology-medaka_ontology.obo_ontology.ont,4358,125
Hermit,Ontology-medaka_ontology.obo_ontology.ont,4358,211
Openllet,Ontology-medaka_ontology.obo_ontology.ont,4358,307
JFact,Ontology-medaka_ontology.obo_ontology.ont,4358,3587
Fl0wer,Ontology-medaka_ontology.obo_ontology.ont,4358,88
Hermit,Ontology-medaka_ontology.obo_ontology.ont,4358,204
Openllet,Ontology-medaka_ontology.obo_ontology.ont,4358,288
JFact,Ontology-medaka_ontology.obo_ontology.ont,4358,3938
Fl0wer,Ontology-medaka_ontology.obo_ontology.ont,4358,122
Hermit,Ontology-medaka_ontology.obo_ontology.ont,4358,193
Openllet,Ontology-medaka_ontology.obo_ontology.ont,4358,251
JFact,Ontology-medaka_ontology.obo_ontology.ont,4358,3747
Fl0wer,Ontology-plant_trait.obo_ontology.ont,950,25
Hermit,Ontology-plant_trait.obo_ontology.ont,950,56
Openllet,Ontology-plant_trait.obo_ontology.ont,950,163
JFact,Ontology-plant_trait.obo_ontology.ont,950,249
Fl0wer,Ontology-plant_trait.obo_ontology.ont,950,24
Hermit,Ontology-plant_trait.obo_ontology.ont,950,55
Openllet,Ontology-plant_trait.obo_ontology.ont,950,165
JFact,Ontology-plant_trait.obo_ontology.ont,950,230
Fl0wer,Ontology-plant_trait.obo_ontology.ont,950,23
Hermit,Ontology-plant_trait.obo_ontology.ont,950,55
